code_pays;annee;mois;zone;port_site;type_pirogue;motorisation;engin_peche;espece;captures
MRT;2014;1;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;346.867148
MRT;2014;1;SUD NKTT;SUD NKTT;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;560
MRT;2014;1;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;2734
MRT;2014;2;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;884
MRT;2014;2;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;436
MRT;2014;2;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;3368
MRT;2014;2;NORD;NORD;NC;True;POT A POULPES;EPINEPHELUS AENEUS;176
MRT;2014;2;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;520
MRT;2014;2;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;47.745465
MRT;2014;2;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;1146.804609
MRT;2014;3;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;795
MRT;2014;3;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;472
MRT;2014;3;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;55800
MRT;2014;3;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;1296
MRT;2014;3;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;2398
MRT;2014;3;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;19.360768
MRT;2014;3;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;195.894591
MRT;2014;3;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;0.945024
MRT;2014;3;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;696.377343
MRT;2014;4;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;627
MRT;2014;4;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;16500
MRT;2014;4;NORD;NORD;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;2303
MRT;2014;4;NORD;NORD;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;382
MRT;2014;4;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;10304
MRT;2014;4;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;5179
MRT;2014;4;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;38586
MRT;2014;4;NOUAKCHOTT;NOUAKCHOTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;221
MRT;2014;4;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;83.875673
MRT;2014;4;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;58.148002
MRT;2014;4;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;35.860049
MRT;2014;4;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;819.165322
MRT;2014;4;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;684
MRT;2014;5;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;3136
MRT;2014;5;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;539
MRT;2014;5;NORD;NORD;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;528
MRT;2014;5;NORD;NORD;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;1717
MRT;2014;5;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;30521
MRT;2014;5;NORD;NORD;NC;True;PALANGRE;EPINEPHELUS AENEUS;15624
MRT;2014;5;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;13909
MRT;2014;5;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;26101
MRT;2014;5;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;11.063539
MRT;2014;5;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;20.576837
MRT;2014;5;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;569.246725
MRT;2014;5;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;861.7252
MRT;2014;5;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;2492
MRT;2014;5;SUD NKTT;SUD NKTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;132
MRT;2014;6;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;8820
MRT;2014;6;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;47647
MRT;2014;6;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;10842
MRT;2014;6;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;44934
MRT;2014;6;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;1.325128
MRT;2014;6;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;278.094912
MRT;2014;6;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;1065.645409
MRT;2014;7;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;9235
MRT;2014;7;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;18262
MRT;2014;7;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;69711
MRT;2014;7;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;10.691067
MRT;2014;7;PNBA;PNBA;NC;True;FILET SOLE;EPINEPHELUS AENEUS;1.674307
MRT;2014;7;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;32.52153
MRT;2014;7;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;239.265545
MRT;2014;8;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;53927
MRT;2014;8;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;47669
MRT;2014;8;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;36760
MRT;2014;8;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;11.596908
MRT;2014;8;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;12.535851
MRT;2014;9;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;3540
MRT;2014;9;NORD;NORD;NC;True;FILET SOLE;EPINEPHELUS AENEUS;363
MRT;2014;9;NORD;NORD;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;4124
MRT;2014;9;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;16941
MRT;2014;9;NORD;NORD;NC;True;NASSE A POISSONS;EPINEPHELUS AENEUS;74651
MRT;2014;9;NORD;NORD;NC;True;PALANGRE;EPINEPHELUS AENEUS;5400
MRT;2014;9;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;29500
MRT;2014;9;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;36636
MRT;2014;9;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;43.454351
MRT;2014;9;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;134.336656
MRT;2014;9;PNBA;PNBA;NC;True;NASSE A POISSONS;EPINEPHELUS AENEUS;305.498912
MRT;2014;9;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;35739
MRT;2014;10;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;12338
MRT;2014;10;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;76164
MRT;2014;10;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;34373
MRT;2014;10;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;563.075484
MRT;2014;11;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;1917
MRT;2014;11;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;1800
MRT;2014;11;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;68833
MRT;2014;11;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;53640
MRT;2014;11;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;36.080062
MRT;2014;11;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;24.686358
MRT;2014;11;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;899.532924
MRT;2014;12;CENTRE;CENTRE;NC;True;FILET SOLE;EPINEPHELUS AENEUS;10540
MRT;2014;12;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;5441
MRT;2014;12;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;900
MRT;2014;12;NORD;NORD;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;6510
MRT;2014;12;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;18779
MRT;2014;12;NORD;NORD;NC;True;PALANGRE;EPINEPHELUS AENEUS;2325
MRT;2014;12;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;125306
MRT;2014;12;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;226156
MRT;2014;12;NOUAKCHOTT;NOUAKCHOTT;NC;True;POT A POULPES;EPINEPHELUS AENEUS;15943
MRT;2014;12;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;44.993262
MRT;2014;12;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;89.349797
MRT;2014;12;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;25941
