code_pays;annee;mois;zone;port_site;type_pirogue;motorisation;engin_peche;espece;captures
MRT;2011;7;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;702.393835
MRT;2011;7;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;39034.63636
MRT;2011;8;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;10226.9
MRT;2011;8;NORD;NORD;NC;True;POT A POULPES;EPINEPHELUS AENEUS;119.25206
MRT;2011;8;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;18820.4875
MRT;2011;8;NOUAKCHOTT;NOUAKCHOTT;NC;True;POT A POULPES;EPINEPHELUS AENEUS;457.015152
MRT;2011;8;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;15.953883
MRT;2011;8;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;768.7322
MRT;2011;8;PNBA;PNBA;NC;True;NASSE A POISSONS;EPINEPHELUS AENEUS;23.667748
MRT;2011;8;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;37076.53026
MRT;2011;9;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;999.310345
MRT;2011;9;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;25541.25
MRT;2011;9;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;30164.21053
MRT;2011;9;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;2.096651
MRT;2011;9;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;65.547945
MRT;2011;9;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;5609.032258
MRT;2011;10;CENTRE;CENTRE;NC;True;FILET RAIES-REQUINS;EPINEPHELUS AENEUS;55.111111
MRT;2011;10;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;3343.017857
MRT;2011;10;NORD;NORD;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;52.210526
MRT;2011;10;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;80574.34483
MRT;2011;10;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;19209.66667
MRT;2011;10;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;34.130337
MRT;2011;10;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;356.426995
MRT;2011;10;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;45098.18614
MRT;2011;11;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;1940.833333
MRT;2011;11;NORD;NORD;NC;True;FILET LANGOUSTE;EPINEPHELUS AENEUS;637.974684
MRT;2011;11;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;117710
MRT;2011;11;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;7589.302326
MRT;2011;11;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;110989.5652
MRT;2011;11;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;40.594229
MRT;2011;11;PNBA;PNBA;NC;True;FILET D'EPAULE;EPINEPHELUS AENEUS;15.410388
MRT;2011;11;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;130.810084
MRT;2011;11;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;1515.638298
MRT;2011;12;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;355.588235
MRT;2011;12;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;13950
MRT;2011;12;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;19172.30769
MRT;2011;12;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;238546.8235
MRT;2011;12;PNBA;PNBA;NC;True;FILET D'EPAULE;EPINEPHELUS AENEUS;18.058821
MRT;2011;12;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;330.344533
MRT;2012;1;CENTRE;CENTRE;NC;True;FILET MAILLANT;EPINEPHELUS AENEUS;6.838235
MRT;2012;1;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;3799.05
MRT;2012;1;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;186
MRT;2012;1;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;5737.066667
MRT;2012;1;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;5635.8
MRT;2012;1;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;4.964941
MRT;2012;1;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;533.09358
MRT;2012;1;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;6346.430034
MRT;2012;2;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;3580.181818
MRT;2012;2;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;5725.992
MRT;2012;2;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;78226.83077
MRT;2012;2;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;10.631886
MRT;2012;2;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;532.616219
MRT;2012;2;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;1696.808511
MRT;2012;3;CENTRE;CENTRE;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;48.119403
MRT;2012;3;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;2409.545455
MRT;2012;3;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;273.655172
MRT;2012;3;NORD;NORD;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;1400.470588
MRT;2012;3;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;6876.685714
MRT;2012;3;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;24082.17778
MRT;2012;3;NOUAKCHOTT;NOUAKCHOTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;1205.28
MRT;2012;3;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;3.743196
MRT;2012;3;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;8.645946
MRT;2012;3;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;150.252459
MRT;2012;3;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;382.54063
MRT;2012;3;SUD NKTT;SUD NKTT;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;155.110997
MRT;2012;3;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;5608.656977
MRT;2012;4;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;895.78125
MRT;2012;4;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;278.350515
MRT;2012;4;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;1125
MRT;2012;4;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;31703.22581
MRT;2012;4;NOUAKCHOTT;NOUAKCHOTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;2984.949153
MRT;2012;4;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;57.906512
MRT;2012;4;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;30.165127
MRT;2012;4;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;76.725549
MRT;2012;4;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;837.587241
MRT;2012;4;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;2053.542857
MRT;2012;4;SUD NKTT;SUD NKTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;954.545455
MRT;2012;5;CENTRE;CENTRE;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;285.804878
MRT;2012;5;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;367.105263
MRT;2012;5;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;166.071429
MRT;2012;5;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;19417.69143
MRT;2012;5;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;40000.61261
MRT;2012;5;NOUAKCHOTT;NOUAKCHOTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;1302
MRT;2012;5;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;26.730062
MRT;2012;5;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;65.240129
MRT;2012;5;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;533.699268
MRT;2012;5;SUD NKTT;SUD NKTT;NC;True;FILET SOLE;EPINEPHELUS AENEUS;1127.224138
MRT;2012;5;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;9999.613636
MRT;2012;6;CENTRE;CENTRE;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;660
MRT;2012;6;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;395.357143
MRT;2012;6;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;589.285714
MRT;2012;6;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;124041.5
MRT;2012;6;NORD;NORD;NC;True;POT A POULPES;EPINEPHELUS AENEUS;193.670474
MRT;2012;6;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;33141.96
MRT;2012;6;NOUAKCHOTT;NOUAKCHOTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;120.705882
MRT;2012;6;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;6.016065
MRT;2012;6;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;59.515063
MRT;2012;6;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;13770.9
MRT;2012;7;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;1534.749553
MRT;2012;7;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;30617.46
MRT;2012;7;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;107.26612
MRT;2012;7;PNBA;PNBA;NC;True;NASSE A POISSONS;EPINEPHELUS AENEUS;153.501516
MRT;2012;7;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;11948.37484
MRT;2012;8;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;35169.376
MRT;2012;8;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;45959.98
MRT;2012;8;PNBA;PNBA;NC;True;NASSE A POISSONS;EPINEPHELUS AENEUS;771.43368
MRT;2012;8;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;28877.86765
MRT;2012;9;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;88583.40287
MRT;2012;9;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;83.072446
MRT;2012;9;PNBA;PNBA;NC;True;NASSE A POISSONS;EPINEPHELUS AENEUS;374.799513
MRT;2012;9;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;15883.63636
MRT;2012;10;NORD;NORD;NC;True;FILET SOLE;EPINEPHELUS AENEUS;379.75
MRT;2012;10;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;49965.16949
MRT;2012;10;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;6249.6
MRT;2012;10;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;6.116216
MRT;2012;11;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;11914.7784
MRT;2012;11;NORD;NORD;NC;True;POT A POULPES;EPINEPHELUS AENEUS;318.33124
MRT;2012;11;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;14451.63934
MRT;2012;11;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;122202
MRT;2012;11;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;84.847144
MRT;2012;11;PNBA;PNBA;NC;True;FILET D'EPAULE;EPINEPHELUS AENEUS;128.505737
MRT;2012;11;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;931.190855
MRT;2012;12;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;40701.17647
MRT;2012;12;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;15534.72
MRT;2012;12;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;42315
MRT;2012;12;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;193.544403
MRT;2012;12;PNBA;PNBA;NC;True;FILET D'EPAULE;EPINEPHELUS AENEUS;246.289968
MRT;2012;12;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;93.12111
MRT;2012;12;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;1852.95931
MRT;2013;1;NORD;NORD;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;54000
MRT;2013;1;NORD;NORD;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;231.428571
MRT;2013;1;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;30033.94737
MRT;2013;1;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;18301.79512
MRT;2013;1;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;16.360656
MRT;2013;1;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;66.146016
MRT;2013;1;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;386.638342
MRT;2013;2;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;19628.57143
MRT;2013;2;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;9097.978808
MRT;2013;2;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;7168
MRT;2013;2;NOUAKCHOTT;NOUAKCHOTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;110.732075
MRT;2013;2;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;72.129414
MRT;2013;2;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;53.116266
MRT;2013;2;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;498.660737
MRT;2013;3;CENTRE;CENTRE;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;350.742857
MRT;2013;3;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;281.17
MRT;2013;3;NORD;NORD;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;777.309417
MRT;2013;3;NORD;NORD;NC;True;FILET SOLE;EPINEPHELUS AENEUS;4963.404255
MRT;2013;3;NORD;NORD;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;270
MRT;2013;3;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;29420.92593
MRT;2013;3;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;17843.95769
MRT;2013;3;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;169.50714
MRT;2013;3;PNBA;PNBA;NC;True;FILET D'EPAULE;EPINEPHELUS AENEUS;6.457445
MRT;2013;3;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;110.153407
MRT;2013;3;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;105.471109
MRT;2013;3;SUD NKTT;SUD NKTT;NC;True;FILET SOLE;EPINEPHELUS AENEUS;2047.24
MRT;2013;4;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;2844.84375
MRT;2013;4;NORD;NORD;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;5156.236407
MRT;2013;4;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;8871.44186
MRT;2013;4;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;19829.46341
MRT;2013;4;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;65280
MRT;2013;4;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;91.65642
MRT;2013;4;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;48.526119
MRT;2013;4;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;732.443683
MRT;2013;4;SUD NKTT;SUD NKTT;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;347.368421
MRT;2013;4;SUD NKTT;SUD NKTT;NC;True;FILET SOLE;EPINEPHELUS AENEUS;1024.857143
MRT;2013;4;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;949.2
MRT;2013;4;SUD NKTT;SUD NKTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;422.4
MRT;2013;5;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;11587.8
MRT;2013;5;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;473.017241
MRT;2013;5;NORD;NORD;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;4832.167441
MRT;2013;5;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;34590.38936
MRT;2013;5;NORD;NORD;NC;True;POT A POULPES;EPINEPHELUS AENEUS;5926.5
MRT;2013;5;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;29723.83333
MRT;2013;5;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;4910.4
MRT;2013;5;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;11.813886
MRT;2013;5;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;84.066067
MRT;2013;5;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;805.830582
MRT;2013;5;SUD NKTT;SUD NKTT;NC;True;FILET SOLE;EPINEPHELUS AENEUS;644.111111
MRT;2013;5;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;471.716667
MRT;2013;5;SUD NKTT;SUD NKTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;286.44
MRT;2013;6;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;2180
MRT;2013;6;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;422.608696
MRT;2013;6;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;31778.7766
MRT;2013;6;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;55085.92105
MRT;2013;6;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;4672.391753
MRT;2013;6;NOUAKCHOTT;NOUAKCHOTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;884.863636
MRT;2013;6;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;14.871795
MRT;2013;6;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;171.740889
MRT;2013;6;SUD NKTT;SUD NKTT;NC;True;FILET SOLE;EPINEPHELUS AENEUS;480
MRT;2013;6;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;444.444444
MRT;2013;6;SUD NKTT;SUD NKTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;602.941176
MRT;2013;7;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;7939.174699
MRT;2013;7;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;11302.41039
MRT;2013;7;NORD;NORD;NC;True;POT A POULPES;EPINEPHELUS AENEUS;17.832994
MRT;2013;7;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;12652.464
MRT;2013;7;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;118077.2778
MRT;2013;7;NOUAKCHOTT;NOUAKCHOTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;423.15
MRT;2013;7;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;14
MRT;2013;7;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;19.94414
MRT;2013;7;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;534.695343
MRT;2013;7;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;61077.78039
MRT;2013;8;NORD;NORD;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;21937.5
MRT;2013;8;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;63471.15207
MRT;2013;8;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;13159.34653
MRT;2013;8;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;4124.430769
MRT;2013;8;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;296.498734
MRT;2013;8;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;28158.91624
MRT;2013;9;NORD;NORD;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;1950
MRT;2013;9;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;27209.00826
MRT;2013;9;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;17583.86412
MRT;2013;9;NOUAKCHOTT;NOUAKCHOTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;2990
MRT;2013;9;PNBA;PNBA;NC;True;FILET TOLLO;EPINEPHELUS AENEUS;16.935689
MRT;2013;9;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;237.250022
MRT;2013;9;PNBA;PNBA;NC;True;NASSE A POISSONS;EPINEPHELUS AENEUS;31.391753
MRT;2013;9;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;7908.545455
MRT;2013;10;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;13856.5
MRT;2013;10;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;2692.105263
MRT;2013;10;PNBA;PNBA;NC;True;FILET SOLE;EPINEPHELUS AENEUS;216.36
MRT;2013;10;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;6223.996822
MRT;2013;11;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;45922.5
MRT;2013;11;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;23781.33333
MRT;2013;11;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;24292.85714
MRT;2013;11;NOUAKCHOTT;NOUAKCHOTT;NC;True;TREMAIL;EPINEPHELUS AENEUS;1483.636364
MRT;2013;11;PNBA;PNBA;NC;True;FILET SOLE;EPINEPHELUS AENEUS;5.331818
MRT;2013;11;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;181.383887
MRT;2013;11;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;2941.633663
MRT;2013;12;CENTRE;CENTRE;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;14962.44681
MRT;2013;12;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;14214.6
MRT;2013;12;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;22076.63869
MRT;2013;12;NOUAKCHOTT;NOUAKCHOTT;NC;True;PALANGRE;EPINEPHELUS AENEUS;6475.661538
MRT;2013;12;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;7.029752
MRT;2013;12;PNBA;PNBA;NC;True;FILET D'EPAULE;EPINEPHELUS AENEUS;5.303582
MRT;2013;12;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;4.075218
MRT;2013;12;PNBA;PNBA;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;981.190302
MRT;2013;12;SUD NKTT;SUD NKTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;14368.13529
MRT;2014;1;CENTRE;CENTRE;NC;True;TREMAIL;EPINEPHELUS AENEUS;180
MRT;2014;1;NORD;NORD;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;8846
MRT;2014;1;NORD;NORD;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;977
MRT;2014;1;NOUAKCHOTT;NOUAKCHOTT;NC;True;LIGNE A MAIN;EPINEPHELUS AENEUS;2200
MRT;2014;1;PNBA;PNBA;NC;True;FILET COURBINE;EPINEPHELUS AENEUS;32.272183
MRT;2014;1;PNBA;PNBA;NC;True;FILET MULET ENCERCLANT;EPINEPHELUS AENEUS;106.287008
